;Nama;Spesialisasi;Fakultas;Link Scholar
1050;Juliana Fisaini., S.T., M.T. ;Urban transport, transport planning, mobility, public transport, transport management system, travel behavior, traffic;FT;https://scholar.google.com/citations?user=ZoKoRswAAAAJ&hl=en&authuser=1
1051;Mansur Gapy., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?user=0gPwEpIAAAAJ&hl=id
1052;Masdar Djamaluddin., S.T., M.T. ;Architecture Theory and History, Urban Design, Heritage, Islamic Architecture, ;FT;https://scholar.google.com/citations?user=NeqGGMMAAAAJ&hl=en&authuser=3
1053;Muchlis., S.Si., M.Sc ;eksplorasi migas, mineral dan panas bumi;FT;https://scholar.google.co.id/citations?user=452ZrFkAAAAJ&hl=en
1054;Muhammad Ridha Adhari., , ST., M.Sc ;Petroleum Geology, Basin Analysis, Reservoir Characterisation, Formation Evaluation, Sedimentology, Stratigraphy, and Structural Geology;FT;https://scholar.google.co.id/citations?user=TYzvx4cAAAAJ&hl=id
1055;Muhibbuddin., Dr. Ir., M.Eng., IPM ;Hydro Power Plants, Renewable Energy, Engineering Science;FT;https://scholar.google.com/citations?hl=id&user=5_89zWkAAAAJ&scilu=&scisig=AMD79ooAAAAAXvr2LovOHqVH41_nUrQpSOS5o0c4IWnu&gmla=AJsN-F6ieRI88RXVP23WO5Cyx2KO2wbrg1MPzY2u8_OWGo8oxeg4ziGA9LGXAZxdGUl6yMAGZZt3sPvNQNOucdqSbMLtFj3W_jrUo-OXylpL-Obvqvz9J00C_SpUHb2Xfz
1056;Muslimsyah., Ir., M.Sc ;;FT;https://scholar.google.co.id/citations?user=rvHETfkAAAAJ&hl=en&authuser=1
1057;Nasrul Z., Dr., ST., M.Kes ;corporate social responsibility especially public health;FT;https://scholar.google.com/citations?authuser=1&user=uX3cHJsAAAAJ
1058;Nasrullah Ridwan., S.T., MT ;;FT;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=uDKt0MMAAAAJ
1059;Nurisra., S.T., M.T ;Manajemen Konstruksi;FT;https://scholar.google.co.id/citations?hl=id&user=_XvJtjYAAAAJ
1060;Nurul Aflah., ST., M.Sc ;Perminyakan dan Sumberdaya Alam;FT;https://scholar.google.co.id/citations?hl=id&user=apGwLPgAAAAJ
1061;Ratna Sary., ST, MT ;Perpindahan Panas dan Termodinamika;FT;https://scholar.google.co.id/citations?user=YYFl3h4AAAAJ&hl=id
1062;Rifqan., S.Si., M.T. ;Geothermal dan Geofisika Eksplorasi;FT;https://scholar.google.com/citations?user=HiLoMM0AAAAJ&hl=en
1063;Riza Aulia Putra., S.T., M.T. ;"Vernacular Architecture; Design Architecture";FT;https://scholar.google.com/citations?hl=en&user=CmA3YTQAAAAJ
1064;Siti Zulfa Yuzni., S.T., M.Si ;;FT;https://scholar.google.co.id/citations?user=OqT3NDgAAAAJ&hl=en
1065;Teuku Andika Rama Putra., Dr., S.T.,M.Sc ;Mining & Quarrying, Oil & Gas, Resource Recycling & Geothermal;FT;https://scholar.google.com/citations?user=BmFd5foAAAAJ&hl=en
1066;Yunidar., S.Si.,MT ;;FT;https://scholar.google.co.id/citations?user=v6WuDYoAAAAJ&hl=en
1067;Zulfikar Taqiuddin., S.Sn., M.T. ;Arsitektur perilaku;FT;https://scholar.google.com/citations?view_op=list_works&hl=id&user=GvfwC4IAAAAJ
1068;Agustina Arida., S.P., M.Si ;;FP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=NUzb_8EAAAAJ&gmla=AJsN-F5r8QGRQFv2pffdYoPU0hQX8YsAvhK-kUvnct5PF_kBYwBPo-eyfK25MRqHPpwb4_NzdpZcg_T-RnPRvST19GFTAU6zHMUtt7rbGXQR-jcT3sTn2t6k-Inx831KC8DCfgIbdzvl
1069;Ahmad Humam Hamid., Prof. Dr. Ir., M.A. ;;FP;https://scholar.google.co.id/citations?hl=en&authuser=1&user=fuiK9wcAAAAJ
1070;Ainun Marliah., Ir., M.P. ;Agronomi;FP;https://scholar.google.co.id/citations?user=qQ484uYAAAAJ&hl=id&oi=ao
1071;Arif Habibal Umam., S.Si., M.Sc ;Ekologi hutan, perubahan iklim, kebakaran hutan, penilaian dampak, dan biodiversitas hutan tropika;FP;https://scholar.google.com/citations?user=LNHN9jEAAAAJ&hl=en
1072;Azhar., Dr. Ir., M.Sc. ;"Community Development; Sustainable Tourism Development; Rural Tourism; Tourism Marketing";FP;https://scholar.google.co.id/citations?hl=en&user=d8D9coQAAAAJ
1073;Bahlina Mohd. Nur., S.TP., M.Sc. ;;FP;https://scholar.google.com/citations?hl=en&user=1P-_FC8AAAAJ
1074;Cut Nilda., S.TP., M.Sc. ;;FP;https://scholar.google.com/citations?hl=en&user=n2wtmEcAAAAJ
1075;Elly Susanti., S.P., M.Si. ;;FP;https://scholar.google.co.id/citations?user=FfTi9yIAAAAJ&hl=en&oi=ao
1076;Erita Hayati., Ir., M.P. ;Agronomi;FP;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F4uyd8bMRLL0lO_M_EKspFgxb_SxGUyloVlMCdbj0NworRQYf0mMpJOvTxLPneQEfF1kYvBuz0_JQ788X33KUfj7PJ-Og&user=PmH6U4gAAAAJ
1077;Gina Erida., Dr. Ir., M.Si ;Perlindungan Tanaman;FP;https://scholar.google.co.id/citations?user=pFiy8VUAAAAJ&hl
1078;Hasanuddin., S.P., M.Si. ;Ilmu-ilmu Pertanian;FP;https://scholar.google.com/citations?hl=en&user=SaBWEtYAAAAJ
1079;Hendra Koesmara., S.Pt., M.Sc. ;;FP;https://scholar.google.com/citations?hl=en&user=p25AKbYAAAAJ&view_op=list_works&gmla=AJsN-F5wxUYq2xY4X0gETsaASRikugNF5CAezehHDw7beMWvEg2G3sT7WPoLUw_IxV-0D63KIi6nSQuPjmTB0c9lUfWM5z2afRMQXvWj7Cbkb6-mZuCIQcA
1080;Hendri Syah., S.TP, M.Si ;Renewable Energy, Drying Technology;FP;
1081;Hifnalisa., Dr. Ir., M.Si ;Kesuburan Tanah / Biologi Tanah;FP;https://scholar.google.co.id/citations?user=gsdQ1ogAAAAJ&hl=en
1082;Ira Manyamsari., S.P., M.Si. ;Pengembangan Masyarakat, Penyuluhan Pertanian;FP;https://scholar.google.co.id/citations?user=pNId9OgAAAAJ&hl=en&authuser=4
1083;Irwan., Ir., M.P. ;;FP;https://scholar.google.co.id/citations?user=oW5NWb0AAAAJ&hl=id
1084;Jumini., Ir., M.P. ;;FP;https://scholar.google.com/citations?user=CUpo8BQAAAAJ&hl=en
1085;Lukman Hakim., Dr., S.P., M.P ;Model Pengembangan Klaster;FP;https://scholar.google.com/citations?view_op=list_works&hl=en&user=BhQB6wIAAAAJ
1086;Lukman Hakim., Prof. Dr. Ir., M.S. ;Plant Pathology;FP;https://scholar.google.com/citations?user=MO7LuM4AAAAJ&hl=en
1087;M. Abduh Ulim., Ir., MP ;;FP;https://scholar.google.com/citations?hl=en&user=kdz1AZYAAAAJ
1088;M. Rusli Alibasyah., Dr. Ir., M.S. ;Konservasi dan Reklamasi Tanah;FP;https://scholar.google.co.id/citations?user=LxLhqn4AAAAJ&hl=id&oi=ao
1089;Marai Rahmawati., S.P., M.Sc ;;FP;https://scholar.google.co.id/citations?hl=en&user=C8VndHwAAAAJ
1090;Mardhiah Hayati., Ir., M.S. ;Agronomi;FP;https://scholar.google.com/citations?hl=en&user=9NFBFr0AAAAJ
1091;Marlina., Dr. Ir., M.S. ;Ilmu Penyakit Tumbuhan/ Pengendalian Hayati Penyakit Tanaman;FP;https://scholar.google.com/citations?view_op=list_works&hl=en&authuser=1&user=qIPBI-YAAAAJ
1092;Monalisa., SP, M.Si ;Ekologi Manusia ;FP;https://scholar.google.com/citations?user=POh79h8AAAAJ&hl=en
1093;Muhammad Idkham., Dr., S.TP., M.Si ;Alat dan Mesin Pertanian;FP;https://scholar.google.co.id/citations?hl=id&user=a0eLROYAAAAJ
1094;Muhammad Sayuthi., Dr., S.P, MP ;Hama Tanaman;FP;https://scholar.google.com/citations?hl=en&authuser=2&user=-KIPcFsAAAAJ
1095;Munawar Khalil., Ir., M.S. ;;FP;https://scholar.google.co.id/citations?hl=id&user=c9Q1nVgAAAAJ
1096;Nanda Mayani., SP., MP ;;FP;https://scholar.google.co.id/citations?user=WXUdbuUAAAAJ&hl=en
1097;Otto Nur Abdullah., Drs., M.Si ;sosiologi;FP;https://scholar.google.co.id/citations?user=lpe38IgAAAAJ&hl=id
1098;Purwana Satriyo., Dr., S.TP, MT ;keteknikan pertanian, Sumber Daya Air, Pengelolaan DAS;FP;https://scholar.google.co.id/citations?hl=id&user=O_b-RfMAAAAJ&view_op=list_works&citft=1&citft=2&citft=3&email_for_op=purwanalhoknga%40unsyiah.ac.id&authuser=1&gmla=AJsN-F5EQlxJni8ZE0-6CZkuBNUSrJteLb7bZQHkNY7MM19NfCMFfhjFDUfAPxYWhLKm5LR2Nzfln5lKa3jFfoeAF
1099;Rasdiansyah., S.T., M.T. ;;FP;https://scholar.google.com/citations?hl=en&user=lhKfjdhhRjEC
1100;Ratna., S.TP., M.T. ;;FP;https://scholar.google.co.id/citations?user=5reQHXIAAAAJ&hl=id
1101;Ryan Moulana., S.TP., M.Sc ;;FP;https://scholar.google.com/citations?hl=en&pli=1&user=jQZobTkAAAAJ
1102;Safrida., Dr. Ir., M.Si ;Ekonomi Tenaga Kerja dan Makro Ekonomi;FP;https://scholar.google.co.id/citations?user=YXHvWmUAAAAJ&hl=en&oi=ao
1103;Syarifah Rohaya., Ir., M.P. ;Fermentasi Pangan , pengolahan ikan;FP;https://scholar.google.co.id/citations?user=rwt3eVAAAAAJ&hl=en
1104;Tjut Chamzurni., Ir., M.P. ;;FP;https://scholar.google.com/citations?hl=id&view_op=list_works&gmla=AJsN-F5wms-ha37ALmFiOSxyfXQ9iQqsCLDV8SgkxvbTDVl1Dl2PRXHw1HaDUzjc2mSIS-buHZBQiIxsHmJVrlqpyFN31crGUVE4VsqMxpFeKM3L8VJlHMo&user=jP3TDIYAAAAJ
1105;Yadi Jufri., Dr. Ir., M.P ;Kesuburan Tanah, pemupukan organik, anorganik dan kombinasi keduanya;FP;https://scholar.google.co.id/citations?hl=id&user=cwEQOSwAAAAJ
1106;Yanti Meldasari Lubis., S.TP., MP ;;FP;https://scholar.google.com/citations?user=jX0P1hEAAAAJ&hl=en&authuser=1
1107;Yusnizar., S.P., M.Si ;Kesuburan Tanah/Biologi Tanah;FP;https://scholar.google.co.id/citations?user=A5sRkEoAAAAJ&hl=id&oi=ao
1108;Yusriana., Dr., S.P., M.Si. ;Manajemen Industri;FP;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F5yJSA754nYoByn7gp0UYAVWl6JlXdhhnLBrumR1ljBOH89mh0pbKwLsbXRDdaGRwaVIr-hbVGt68ELo71P-BR1EYRIQSTjfT1XWmKLj4cn51Sitx4&user=axHHIWwAAAAJ
1109;Yusya Abubakar., Dr. Ir., M.Sc. ;"Food processing and technology; Coffee and Cocoa processing";FP;https://scholar.google.com/citations?hl=en&user=G6-RerEAAAAJ
1110;Zaitun., Dr., S.P., M.Si ;Biochar;FP;https://scholar.google.co.id/citations?user=Hm7sNMkAAAAJ&hl=en
1111;Zikri Maulina Gaznur., S.Pt., M.Si. ;Animal Production;FP;https://scholar.google.com/citations?hl=en&user=8yTlzckAAAAJ
1112;Zulkarnain., S.Si., M.Si ;;FP;https://scholar.google.co.id/citations?hl=en&user=g3TtBREAAAAJ
1113;Zuraida Hanum., Dr., S.Pt., M.Si. ;Teknologi Hasil Ternak;FP;https://scholar.google.co.id/citations?hl=id&user=CVtQnVsAAAAJ
1114;A. Razak., S.Pd.,M.S.M. ;;FKIP;https://scholar.google.co.id/citations?user=8oKyGoIAAAAJ&hl=en
1115;Abdul Azis., S.Pd., M.Pd. ;;FKIP;https://scholar.google.com/citations?user=rqqTOykAAAAJ&hl=en
1116;Abdurrahman., Drs., M.Kes ;;FKIP;https://scholar.google.co.id/citations?user=PNPktLQAAAAJ&hl=id
1117;Achmad Mustofa., S.Pd.,M.Pd. ;economic education, entrepreneurship education;FKIP;https://scholar.google.com/citations?user=Mw0qmKgAAAAJ&hl=en
1118;Adnan., Drs., M.Pd ;Bahasa Indonesia;FKIP;https://scholar.google.com/citations?user=NxbUDOoAAAAJ&hl=en
1119;Ahmad Syai., S.Pd., M.Sn ;;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=XkBmLsQAAAAJ
1120;Aida Fitri., S.Pd, M.Pd ;;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=tLUezhYAAAAJ
1121;Alamsyah., Dr., M.Si ;Sosial Budaya;FKIP;https://scholar.google.co.id/citations?user=7tpt2kEAAAAJ&hl=en&authuser=2
1122;Alfiati Syafrina., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=iognOzIAAAAJ&hl=id
1123;Amanda Syukriadi., S.Pd.,M.Pd. ;Pendidikan Olahraga, Kepelatihan Olahraga;FKIP;https://scholar.google.com/citations?user=Ji0Ms20AAAAJ&hl=id
1124;Amiruddin., Drs., M.Kes ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=UNPzOH8AAAAJ
1125;Amsal Amri., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=LO2huR0AAAAJ&hl=id
1126;Anwar., Dr. Drs., M.Pd. ;Pendidikan Matematika;FKIP;https://scholar.google.co.id/citations?hl=id&view_op=list_works&gmla=AJsN-F6_nm3BeGaw6eCqOUlhECLtI3xJwmp3zadboW3qZRqb55TRNBJN8mrhAXL9mqvp-5nNgR4upNNAfubp6edJ1D0HqbzteJWVwAMCttB5lq-6kv-I_vrLI-t-YfU6RLo_5IyDSZsY&user=7FqiTJYAAAAJ
1127;Anwar Yoesoef., Drs., M.Si ;;FKIP;https://scholar.google.co.id/citations?user=DBdjFdEAAAAJ&hl=en
1128;Ari Palawi., S.Sn., M.A., Ph ;The Arts and Culture;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=XueYBMAAAAAJ&gmla=AJsN-F7gctr_b1Fn5jvLWQgoPRhBOLfZuCGfwDge7xSLBxGpf0Sy7R2WqgeJUMLqmOa2wp2ZHiTaBiv4gfzB8j9ubW6mPoOa7VjBV8ViHjaYSRIbEot3cbRIgfRgqD5jSQGRarVo85YS
1129;Azwardi., S.Pd., M.Hum ;Linguistik;FKIP;https://scholar.google.co.id/citations?hl=id&user=v9KrJjIAAAAJ
1130;Budi Arianto., S.Pd., M.A. ;;FKIP;https://scholar.google.co.id/citations?user=09zAqv0AAAAJ&hl=id&authuser=1
1131;Bustami Usman., Dr. Drs., M.Pd ;Pendidikan dan Bahasa;FKIP;https://scholar.google.com/citations?user=-oKP6H2wYqcC&hl=en
1132;Cut Vita Rajiatul Jummi., S.Pd.,M.Pd. ;Pendidikan Geografi dan Geografi Fisik;FKIP;https://scholar.google.co.id/citations?user=nLq3IA8AAAAJ&hl=en
1133;Daska Azis., S.Pd., M.A ;Geografi;FKIP;https://scholar.google.co.id/citations?hl=id&user=MZQpJWsAAAAJ
1134;Dewi Andayani., S.Pd., M.Pd. ;Pendidikan Biologi;FKIP;https://scholar.google.co.id/citations?user=w4MKDsIAAAAJ&hl=en
1135;Dian Fajrina., S.Pd., M.Ed ;Writing and Culture;FKIP;https://scholar.google.com/citations?user=fDdooN0AAAAJ&hl=en
1136;Dohra Fitrisia., Dr., S.Pd., M.Ed. ;English Education/TESOL, Linguistics ;FKIP;https://scholar.google.com/citations?hl=en&user=TfIvQXAAAAAJ
1137;Fajar Okta Widarta., S.Pd., M.Pd ;Biologi Education;FKIP;https://scholar.google.com/citations?view_op=list_works&hl=id&user=ZGJV_FAAAAAJ
1138;Fakhriah., Dra., M.Pd ;pendidikan;FKIP;https://scholar.google.co.id/citations?hl=id&user=uk5vTxQAAAAJ
1139;Fauzi., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=id&user=iCA9wV4AAAAJ&view_op=list_works&gmla=AJsN-F5icbx4oCiRbepdM_YZlUNw1A8eI3vsJinRqJD2SJbDm9mxsT-jinm9rpBgZahoUqpQKh6waCmxCWyX4BwQ1u6T1MvTwoeF8Xi82BWEIWpZ2e3sC6PhXct-sOnQkwX6ECii-jvkayO7hcpHCBne54-VcXoB-A
1140;Fitria Herliana., S.Pd.,M.Pd. ;Physics Education;FKIP;https://scholar.google.co.id/citations?user=ZcJLecoAAAAJ&hl=id&authuser=1
1141;Hafnati Rahmatan., Dr., M.Si ;Pendidikan Biologi dan Fisiologi Tumbuhan;FKIP;https://scholar.google.co.id/citations?user=wqV7VFUAAAAJ&hl=en
1142;Hasanuddin., Dr. Drs., M.Si ;;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=bGO322AAAAAJ
1143;Herman R., S.Pd., M.Pd ;Bahasa, Sastra, Sosial, dan Humaniora;FKIP;https://scholar.google.co.id/citations?user=ZpxzVC8AAAAJ&hl=id
1144;Hetti Zuliani., S.Pd., M.Pd ;Counseling;FKIP;https://scholar.google.com/citations?authuser=1&user=r-2q5C8AAAAJ
1145;Ismawan., S.Sn, M.Sn ;;FKIP;https://scholar.google.co.id/citations?user=Yp8Uh9oAAAAJ&hl=id
1146;Jamilah Aini Nasution., S,Pd., M.Pd ;Bimbingan Belajar Format Klasikal;FKIP;https://scholar.google.com/citations?hl=id&authuser=3&user=EJjW2BUAAAAJ
1147;Jul Fajrial., S.Pd., M.Pd ;Pendidikan Jasmani, Olahraga, Kesehatan;FKIP;https://scholar.google.com/citations?user=Unw8pP4AAAAJ&hl=en
1148;Karimuddin., S.Pd., M.Pd ;;FKIP;https://scholar.google.com/citations?user=g68I1FYAAAAJ&hl=en
1149;Khairiah., S.Pd., M.Ed. ;Pendidikan inklusif dan anak berkebutuhan khusus;FKIP;https://scholar.google.com/citations?user=KcJCa3MAAAAJ&hl=id
1150;Lindawati., S.Pd.,M.A. ;Pendidkan Seni, Seni Rupa dan Desain;FKIP;https://scholar.google.co.id/citations?user=_YXeo68AAAAJ&hl=en
1151;M. Hafizul Furqan., S.Pd., M.Pd. ;Pendidikan, Geographic Information System;FKIP;https://scholar.google.com/citations?user=jDnNrv4AAAAJ&hl=en&oi=ao
1152;M. Husen., Drs., M.Pd. ;Bimbingan Konseling dan Psikologi;FKIP;https://scholar.google.co.id/citations?user=5fubnNQAAAAJ&hl=en&authuser=1
1153;M. Husin., Drs., M.Pd ;;FKIP;https://scholar.google.com/citations?user=-d7HI0cAAAAJ&hl=enhttps://scholar.google.co.id/citations?view_op=list_works&hl=en&user=-d7HI0cAAAAJ
1154;M. Nasir., Drs., M.Si ;kimia analitik dan pendidikan;FKIP;https://scholar.google.co.id/citations?hl=en&user=5auvhZgAAAAJ
1155;M. Nasir Yusuf., Drs., M.Kes ;;FKIP;https://scholar.google.co.id/citations?user=grqhwDkAAAAJ&hl=id
1156;Mahmud HR., Drs., M.Si ;;FKIP;https://scholar.google.co.id/citations?user=tV4hZYUAAAAJ&hl=id&authuser=1
1157;Masri., S.Pd., M.Pd ;;FKIP;https://scholar.google.com/citations?user=C4KN58IAAAAJ&hl=en
1158;Muhammad Aulia., Dr., S.Pd., M.TESOL., M.A. ;Social Education, Intercultural Communication, Intercultural Pedagogy, Applied Linguistics, Language Education, English Education;FKIP;https://scholar.google.com.au/citations?user=B4TDfSoAAAAJ&hl=en
1159;Muhammad Haikal., S.Pd., M.Pd. ;;FKIP;https://scholar.google.co.id/citations?user=0Py6eLEAAAAJ&hl=id
1160;Muhammad Idham., S.Pd., M.Ed ;;FKIP;
1161;Muhammad Iqbal., S.Pd., S.H., M. ;;FKIP;https://scholar.google.co.id/citations?hl=id&view_op=list_works&gmla=AJsN-F5Qe5ye9Xxwfc9PxKE1GGVicMQAl2Z3udAkppdjgkdqz7fGci9FxhJiJQL_TTWVUrmo9RZ57aSns8m1LPU95fDKJS61-6kIKX0jwjYzJ3ZJMo35gPw&user=RBbUT5gAAAAJ
1162;Mukhlis., Drs., M.S. ;Ilmu Sastra, Pendidikan Bahasa dan Sastra Indonesia, kebencanaan;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=id&user=WLoYY0cAAAAJ
1163;Mukhsin Putra Hafid., S.Sn, M.A. ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=gVstpYsAAAAJ
1164;Murniati AR., Prof. Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=rSOCD3sAAAAJ&hl=id
1165;Nana Suraiya., Dr., S.Pd., M.Pd. ;Pendidikan;FKIP;https://scholar.google.co.id/citations?hl=en&view_op=list_works&gmla=AJsN-F4_ezvDkquM265HFwLRJLYyzE1vKUsBtdbq3aDmBamUqLi0HW6YQvEJhsUzcJ-yLJUGOyEO391kfqX3XuJ7U7Q4HHLVcg&user=qb0fjKMAAAAJ
1166;Nurhaidah M. Insya Musa., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=fv8VoSMAAAAJ&hl=id&authuser=1
1167;Nurhasanah., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=R-mmiC8AAAAJ
1168;Nurmasyitah., S.Pd., M.Ed ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=q3un2RUAAAAJ&view_op=list_works&sortby=title
1169;Nurul Inayah., S.Pd., M.Tesol. ;;FKIP;https://scholar.google.com/citations?user=nY6al7oAAAAJ&hl=fr
1170;R.M. Bambang S., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=zpBkZREAAAAJ&hl=id
1171;Rajab Bahry., Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=Fsyy2iYAAAAJ&hl=en
1172;Ramdiana., S.Sn, M.Sn ;;FKIP;https://scholar.google.co.id/citations?hl=id&user=Q9nYHz0AAAAJ
1173;Razali., Dr. Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=id&user=aNWAz0oAAAAJ&view_op=list_works&authuser=1&gmla=AJsN-F4nyPDSAboFaSDj4v8eq6L8e0G69qFCA98w8JVi8X_lHIQkgG_hxQdbSSUMhftrX9kEKvY8YqQjOsdF72gLz4c7r4wG-Q
1174;Rida Safuan Selian., Dr., S.Pd, M.Pd ;Bidang budaya, pendidikan seni, seni rupa dan kerajinan ;FKIP;https://scholar.google.co.id/citations?user=aL-IPPgAAAAJ&hl=en
1175;Ridwan Ibrahim., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&view_op=list_works&gmla=AJsN-F6180IiH7JWPDwLUk198ItGREV6TyLk_s0-m6mBPjwg8j6e6Yt8M1EaZWrNdOEUfzxaVgQAmoetxlFspGWwCj20FdBbeA&user=U2bYIHcAAAAJ
1176;Rifqi Akmal., S.Pd.,M.Pd. ;Family and Welfare Education, Food Development Product, Traditional food, Technical Vocational Educational, and Training (TVET).;FKIP;https://scholar.google.com/citations?view_op=list_works&hl=en&user=TA4wwpIAAAAJ
1177;Rosma Elly., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=id&user=YR1s-1sAAAAJ
1178;Rostina Taib., Dra., M.Hum ;;FKIP;https://scholar.google.co.id/citations?user=oGN5xaMAAAAJ&hl=id
1179;Saa'diah., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=hd6T3LUAAAAJ&hl=en
1180;Said Darnius., Drs., M.Si ;;FKIP;https://scholar.google.co.id/citations?hl=id&view_op=list_works&authuser=1&gmla=AJsN-F6BgPwcUBNbutBaBPb8LT-RZrey2p03kyrKKPFsv5jzhSyvS-kDnzhtE1UIGDZksECUiPjfTcFagD5NI-4WE-BIwlsBvLmjboKM0-E7MrwhIzqsYtg&user=TK5Ub-cAAAAJ
1181;Saifuddin Mahmud., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=jJlfjdoAAAAJ&hl=id
1182;Soedirman Z., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=GsSCvBMAAAAJ
1183;Sofyan., Dr., M.A. ;Teaching, Learning, English Language, EFL Learners;FKIP;https://scholar.google.co.id/citations?user=wwEoMegAAAAJ&hl=en
1184;Sri Winarni., S.Pd., M.Pd. ;Pendidikan dan pembelajaran kimia;FKIP;https://scholar.google.com/citations?hl=en&user=6M7WEqoAAAAJ&view_op=list_works&gmla=AJsN-F5OWlW5gKuCCqQLklbwZovZhX15-dD3zoAGU22jnetWAh4hy7eHS3M-cUNgiQNMP-76Kc3cO2k9TStBn0FEq-q59hQLyw
1185;Subhayni., S.Pd ., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=id&view_op=list_works&gmla=AJsN-F7hXdqLyMRc_CpdSGd-mgpOIMGhiWgalVH5gwk51lk-YY8ShalZbW9LDztwjUiFD2lI5MxLODNddMBMJykx56UtoT7yR5hJ5NUqiRUekZKAX0889jI&user=0tZDC50AAAAJ
1186;Sufandi Iswanto., S.Pd., M.Pd ;Pendidikan, Sejarah dan Budaya;FKIP;https://scholar.google.com/citations?view_op=list_works&hl=en&user=MmELybIAAAAJ
1187;Suhartati., S.Pd., M.Pd ;matematika, aljabar, pembelajaran, program liniear;FKIP;https://scholar.google.co.id/citations?hl=id&user=Bvghmp8AAAAJ
1188;Sukardi Putra., Dr. Drs., M.Kes ;;FKIP;https://scholar.google.co.id/citations?user=yk1lbSAAAAAJ&hl=id
1189;Syaiful Bahri., Drs., M.Pd ;;FKIP;https://scholar.google.com/citations?hl=en&user=tzRvw_8AAAAJ
1190;Syamsul Bahri YS., Drs., M.A. ;TEYL, Teaching English, ;FKIP;https://scholar.google.co.id/citations?user=eGSIIXwAAAAJ&hl=en
1191;Syamsulrizal., Dr. Drs., M.Kes ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=gJn7hPEAAAAJ
1192;T. Bahagia Kesuma., S.Pd., M.Pd ;Pembelajaran Sejarah dan Penelitian Sejarah;FKIP;https://scholar.google.co.id/citations?hl=en&user=LbcA_XIAAAAJ
1193;Taat Kurnita Yeniningsih., S.Pd, M.Pd ;Pendidikan;FKIP;https://scholar.google.co.id/citations?hl=en&user=zSmb4EIAAAAJ&view_op=list_works&gmla=AJsN-F5Fgx_rEozmuQJ1ozF7Q-rzsqKUSK0kiff8AFj6zVWFggbMo8btLyLchAdDCNyjzy_kv_x8jiH7bcDNg5dV4EHafJUbn5rGsOYCg0CDQxHpf4uTVhI
1194;Tengku Hartati., S.Pd., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=id&user=IsjvuWAAAAAJ
1195;Tri Supadmi., Dra., M.Sn ;;FKIP;https://scholar.google.com/citations?view_op=list_works&hl=en&user=4d98Hy0AAAAJ
1196;Tursinawati., S.Pd.I., M.Pd ;pembelajaran IPA SD, Hakikat sains, sikap ilmiah, metode pembelajaran IPA, model inkuiri;FKIP;https://scholar.google.com/citations?hl=en&view_op=list_works&authuser=2&gmla=AJsN-F7CxTLYLN150D8jP-gp4TpHZMseot2tfjLA564BcYGOUAPFb_agQar26yCccontmh3IzyGYjpX83zAjXVffccSoAQIdmpwS7OZgGMED3fwA-TNrkA53g7n0hqOnatCzr360dAg8&user=Ld2x1hwAAAAJ
1197;Tuti Zubaidah., Dra., M.Pd ;Pendidikan Matematika di sekolah;FKIP;https://scholar.google.co.id/citations?user=GReEsTIAAAAJ&hl=id
1198;Usman Kasim., Prof. Dr., M.Ed ;;FKIP;https://scholar.google.com/citations?user=O0HD0SkAAAAJ
